,name,founded_date,employee_count,description,location,categories,funding_data,investor_data
0,Xpressbees,"September, 2015",11 - 50,"Xpressbees is an e-commerce logistics specialist company, providing reliable and fast logistics solutions to its partners. 
Our extensive network reach, strong technology platform and last mile management system makes us one of the most trusted e-commerce logistics solutions provider in India. 
We successfully deliver 60,000+ shipments every day, and this number is scaling exponentially. Your search for reliable logistics and supply chain solutions provider ends with us.
","Pune, Maharashtra","E-Commerce, Internet, Logistics","[['Feb, 2017', 'undisclosed amount / Venture', '—', '—', '1'], ['Feb, 2016', '$12.38M / Series A', '—', '—', '5'], ['Feb, 2016', '$8M / Series A', '—', '—', '1']]","[['IDG Ventures India', 'Series A', '-', 'Venture', '-'], ['New Enterprise Associates', 'Series A', '-'], ['SAIF Partners', 'Series A', '-', 'Series A', '-'], ['Valiant Capital Partners', 'Series A', '-'], ['Vertex Ventures', 'Series A', 'Ben Mathias']]"
0,Bravisa,2006,11 - 50,"Bravisa is a free social commerce application that enables individuals and companies to monetize their web presence and social media assets. Bravisa's social commerce application includes high-margin products for sellers to markup, personalize and promote anywhere on the web. Bravisa automatically handles payments, fulfillment and customer service so sellers experience a hassle-free monetization system.
Bravisa's application aggregates high-margin products from a variety of manufacturers and distributors and makes the products social commerce ready. Sellers choose products by setting their own price markups and editing content. They use Bravisa's marketing tools to automatically promote their products on their social web including: blogs, Bravisa partner sites, social networks, social applications, storefront and Google Base. Bravisa automatically handles payments, order fulfillment and customer service so Bravisa sellers experience a completely hassle-free monetization system.
Bravisa is actively partnering with social application and storefront companies so sellers can instantly promote their Bravisa products on partner sites.
","Palo Alto, California",E-Commerce,,
0,Voonik,"January 17, 2013",11 - 50,"Voonik.com provides a personal shopping platform that helps people dress well within their budget, by offering style advice and hand-selected recommendations, based on the customer’s style preferences and body type. Voonik is based out of Bangalore, India.
At Voonik, they are imagining how shopping will happen after 20 years and are trying to create the future NOW. Voonik's technology will meld machine-based predictions with the power of expert curation to help solve the problem of ""What should I wear today?""
Voonik.com is a startup founded by like-minded people from companies including Amazon, Zoho, HP Research Labs, IBM, Fresh Desk, and Aryaka and from institutions including Indian School of Business, Indian Institute of Technology, Madras Institute of Technology, Pearl Academy of Fashion, and Image Consulting Business Institute.
",Bengaluru,"E-Commerce, Lifestyle, Apps, Fashion, Online Portals","[['Feb, 2017', '$6M / Series B', '—', 'RB Investments', '2'], ['Jul, 2016', '$3M / Debt Financing', '—', 'InnoVen Capital', '1'], ['Jun, 2016', '$20M / Series B', '—', 'Sequoia Capital', '8'], ['Jun, 2015', '$5M / Series A', '—', 'Sequoia Capital', '1'], ['Feb, 2014', '$500k / Seed', '—', '—', '2']]","[['BEENEXT', 'Series B', '-'], ['Beenos Partners', 'Series B', '-'], ['InnoVen Capital', 'Debt Financing\xa0(Lead)', '-'], ['Kunal Shah', 'Series B', '-'], ['Microsoft Accelerator Bangalore', 'Seed', '-'], ['Parkwood Bespin', 'Series B', '-'], ['RB Investments', 'Series B\xa0(Lead)', '-'], ['Seedfund', 'Seed', '-', 'Series B', '-'], ['Sequoia Capital', 'Series A\xa0(Lead)', '-', 'Series B\xa0(Lead)', '-', 'Series B', '-'], ['Tancom Investments', 'Series B', '-'], ['Times Internet', 'Series B', '-']]"
0,NuvoEx,"September 22, 2013",11 - 50,"Nuvo Ex is a logistics services provider that specializes in solving the reverse flow problems in the e-commerce industry. The company delivers a range of reverse logistics solutions tailored to meet specific requirements of its clients.
Nuvo Ex aims to provide its logistics solutions to clients within expected timelines. Benefits of the company include efficient reverse management, customized solutions, responsive client servicing, and shipment reconciliation.
Nuvo Ex was founded in 2013 by Navneet Singh & Milind Sharma.
","Gurgaon, Haryana","E-Commerce, Logistics","[['Dec, 2015', '$4M / Series B', '—', '—', '1'], ['Sep, 2015', '$36M / Series B', '—', '—', '6'], ['Apr, 2015', '$10M / Series A', '—', '—', '2'], ['Mar, 2015', '$1.2M / Seed', '—', '—', '1']]","[['BEENEXT', 'Series B', '-'], ['InnoVen Capital', 'Series B', '-'], ['JAFCO Japan', 'Series B', '-'], ['ru-Net', 'Series B', '-'], ['SAIF Partners', 'Series A', '-', 'Series B', '-'], ['Sequoia Capital', 'Seed', '-', 'Series A', '-', 'Series B', '-'], ['Snapdeal', 'Series B', '-']]"
0,PepperTap,"November 26, 2014",11 - 50,"PepperTap aims to be the fastest on-demand grocery delivery service in India that provides convenience, on-time and on-demand delivery to its patrons, along with superlative services and hand-picked products.
The company is based out of Gurgaon, Haryana, and kick started its operations on 26th November, 2014.
It aims to provide patrons with best-in-breed experience in the least possible time.
","Gurgaon, Haryana","E-Commerce, Delivery, Food Processing, Apps","[['Dec, 2015', '$4M / Series B', '—', 'InnoVen Capital', '1'], ['Sep, 2015', '$36M / Series B', '—', 'Snapdeal', '6'], ['Apr, 2015', '$10M / Series A', '—', 'SAIF Partners', '2'], ['Mar, 2015', '$1.2M / Seed', '—', 'Sequoia Capital', '1']]","[['BEENEXT', 'Series B', '-'], ['InnoVen Capital', 'Series B\xa0(Lead)', '-'], ['JAFCO Japan', 'Series B', '-'], ['ru-Net', 'Series B', '-'], ['SAIF Partners', 'Series A\xa0(Lead)', '-', 'Series B', '-'], ['Sequoia Capital', 'Seed\xa0(Lead)', '-', 'Series A', '-', 'Series B', '-'], ['Snapdeal', 'Series B\xa0(Lead)', '-']]"
0,Live Documents,"September 1, 2006",11 - 50,"Live Documents is an web based office suite that claims its  products will identically resemble their Microsoft counterparts Word, Excel, and Powerpoint. However, no screen shots are currently available, even though Live Documents issued press releases for an apparent launch.  Live Documents is built using Flash/flex, as opposed to Ajax, which is used by its competitors Google Docs and Zoho. Live Documents was founded by the founder of Hotmail, Sabeer Bhatia.
","Bangalore, Karnataka","Enterprise Software, Information Technology, Information Services",,
0,Smackcoders Technologies Private Limited,"July 1, 2008",11 - 50,"Smackcoders is a leading Software company, develops software products that help integrate data between different business application to improve productivity of businesses.  The integration were mostly done between CRM like Vtiger CRM , Sugar CRM , Zoho & Salesforce with Wordpress , Mailchimp , Xero , Quickbooks & Magento.   The company work on Wordpress plugins & Premium Payroll module.   Special customization services are done for customers over the existing product lines.
","Tirunelveli, Tamil Nadu",Software,,
0,Paladion,2000,11 - 50,"Paladion is a global leader that provides state of the art Managed Detection and Response services recognized by Gartner, Forrester and IDC. We are the agile alternate to managed security providers, for high speed Secops, Devops & Cloudops. Today when breaches are inevitable, your speed of vulnerability discovery, threat detection, response, and mitigation will be the only factor that will keep you ahead of cyber criminals. Our cyber defense services help you achieve robust cyber resilience by delivering you just that. Fast paced detection of threats and vulnerabilities is enabled through our big data machine learning platform, unlike slow rule based systems of MSSPs.
","Bangalore, Karnataka","Cyber Security, Risk Management, Enterprise Software, Information Technology","[['Jun, 2014', '$10M / Venture', '—', 'Nadathur Holdings', '1']]","[['Nadathur Holdings', 'Venture\xa0(Lead)', '-']]"
0,Amagi Media Labs,2008,11 - 50,"Headquartered in Bangalore, Amagi Media is a unique mix of media & innovation that has made way for a new TV-media advertising platform.
Amagi brings you services that are cost effective, powerful, focused and result- oriented. Simply put, Amagi brings you Smart Advertising on TV.
","Bangalore, Karnataka","Advertising, Advertising Platforms","[['Dec, 2016', '$35M / Series D', '—', 'Emerald Media', '2'], ['Jan, 2015', 'undisclosed amount / Series C', '—', 'PremjiInvest', '1'], ['Jun, 2014', '$4.7M / Series B', '—', '—', '2'], ['Jun, 2013', '$5.5M / Series A', '—', 'Mayfield Fund', '3']]","[['Emerald Media', 'Series D\xa0(Lead)', '-'], ['Mayfield Fund', 'Series A\xa0(Lead)', '-', 'Series B', '-'], ['Nadathur Holdings', 'Series A', '-', 'Series B', '-'], ['Ojas Venture Partners', 'Series A', '-'], ['PremjiInvest', 'Series C\xa0(Lead)', '-', 'Series D', '-']]"
0,ServiceMax,2007Aliases:Maxplore Technologies,11 - 50,"There are more than 5 million field service technicians in the United States alone, yet today there's no standard technology for managing the way companies of all types and stripes empower them to truly delight their customers in the field. ServiceMax is changing that. We're rethinking field service and delivering on the promise of cloud and mobile software, powering a new era of field service experiences for our customers' customers. The impact of ServiceMax is simple: lower costs, greater efficiency, happier customers; all while increasing revenue. Based in Pleasanton, California, we are a company of innovators, thinkers and doers who care passionately about changing the world of field service.
","Pleasanton, California","Management Information Systems, Cloud Computing, Field Support, Enterprise Software","[['Jun, 2016', 'undisclosed amount / Secondary Market', '—', '—', '1'], ['Jun, 2015', '$82M / Series F', '—', 'PremjiInvest', '14'], ['Mar, 2014', '$71M / Series E', '—', 'Meritech Capital Partners', '13'], ['Nov, 2012', '$27M / Series D', '—', 'Crosslink Capital', '6'], ['Jun, 2011', '$14M / Series C', '—', 'Mayfield Fund', '4'], ['Apr, 2010', '$8M / Series B', '—', 'Trinity Ventures', '3'], ['Nov, 2008', '$2M / Series A', '—', 'Emergence Capital Partners', '2']]","[['Adams Street Partners', 'Series D', '-', 'Series E', '-', 'Series F', '-'], ['Cloud Apps Capital Partners', 'Series F', 'Matt Holleran'], ['Cross Creek Advisors', 'Series E', '-'], ['Crosslink Capital', 'Series D\xa0(Lead)', 'David Silverman', 'Series E', 'David Silverman', 'Series F', 'David Silverman'], ['Emergence Capital Partners', 'Series A\xa0(Lead)', 'Jason Green', 'Series B', 'Jason Green', 'Series C', 'Jason Green', 'Series D', 'Jason Green', 'Series E', 'Jason Green', 'Series F', 'Jason Green'], ['G-Bar Ventures', 'Series E', '-'], ['GE Ventures', 'Series F', '-'], ['Kleiner Perkins Caufield & Byers', 'Series E', '-', 'Series F', '-'], ['Mayfield Fund', 'Series C\xa0(Lead)', 'Rajeev Batra', 'Series D', 'Rajeev Batra', 'Series E', 'Rajeev Batra', 'Series F', 'Rajeev Batra'], ['Meritech Capital Partners', 'Series E\xa0(Lead)', 'Rob Ward', 'Series F', 'Rob Ward'], ['Mike Zappert', 'Series D', '-', 'Series E', '-', 'Series F', '-'], ['Parametric Technology (PTC)', 'Series F', '-'], ['PremjiInvest', 'Series F\xa0(Lead)', '-'], ['QuestMark Partners', 'Series E', '-', 'Series F', '-'], ['Salesforce Ventures', 'Series A', '-', 'Series B', '-', 'Series C', '-', 'Series E', '-']]"
0,MoveInSync,2009,11 - 50,"MoveInSync is in the business of organizing transportation for India. The company has built a transport management platform which is used to move people or goods in an efficient manner.
One of the solution built using this platform is Employee Transportation solution. The solution is used by organizations in IT, BPO and Airlines sectors which provide pickup and drop services for their employees. The solution helps these organizations reduce cost and improve employee satisfaction. This benefits are achieved by reducing employee travel time through route optimization. To ensure the safety of women employees traveling at odd hours we develop a safe travel corridor, which is based on data of her past travel routes and traffic stops. This system has been operational since Aug 2011 and has some top companies in each sector in the client list.
",Bangalore,"Transportation, Logistics, Enterprise Software","[['Dec, 2016', 'undisclosed amount / Non Equity Assistance', '—', '—', '1'], ['Jul, 2015', 'undisclosed amount / Debt Financing', '—', '—', '1'], ['Aug, 2014', '$4M / Series A', '—', 'Inventus Capital Partners', '3']]","[['InnoVen Capital', 'Debt Financing', '-'], ['Inventus Capital Partners', 'Series A\xa0(Lead)', 'Samir Kumar'], ['Microsoft Accelerator Bangalore', 'Non Equity Assistance', '-'], ['Qualcomm Ventures', 'Series A', '-'], ['Saama Capital', 'Series A', '-']]"
0,Ridlr,2010Aliases:Ridlr,11 - 50,"Birds Eye Systems is aimed to make public commuting in India simpler, smarter and more efficient, by helping you to seamlessly plan and book your everyday commute.
","Mumbai, Maharashtra","Transportation, Apps, Mobile","[['Jul, 2016', '$6M / Series B', '—', 'Times Internet', '4'], ['Sep, 2014', 'undisclosed amount / Series B', '—', 'Qualcomm Ventures', '1'], ['Dec, 2013', 'undisclosed amount / Series A', '—', '—', '1'], ['Jan, 2012', '₹20M / Seed', '—', '—', '1']]","[['Indian Angel Network', 'Seed', '-'], ['InnoVen Capital', 'Series B', '-'], ['Matrix Partners', 'Series A', '-', 'Series B', '-'], ['Qualcomm', 'Series B', '-'], ['Qualcomm Ventures', 'Series B\xa0(Lead)', '-'], ['Times Internet', 'Series B\xa0(Lead)', '-']]"
0,Appsdaily Solutions,2008,11 - 50,"AppsDaily Solutions develops mobile applications for Android, Blackberry, Symbian, and Java phones.
AppsDaily Solutions was formerly known as Onward Mobility Solution Pvt. Ltd. The company was founded in 2008 and is based in Mumbai, India.
",Mumbai,"Consumer, Mobile Apps, Mobile","[['Oct, 2016', '$3.75M / Series D', '—', 'Kalaari Capital', '4'], ['Mar, 2015', '$15.9M / Series C', '—', 'Zodius Capital', '3'], ['Apr, 2014', '$5M / Series B', '—', 'ru-Net', '3'], ['Jan, 2011', '₹180M / Series A', '—', '—', '2'], ['Jan, 2010', '₹50M / Seed', '—', '—', '0']]","[['Ambrosia Software', 'Series D', '-'], ['Indo-US Venture Partners', 'Series A', '-'], ['Kalaari Capital', 'Series B', 'Vani Kola', 'Series C', 'Vani Kola', 'Series D\xa0(Lead)', 'Vani Kola'], ['Qualcomm', 'Series B', '-'], ['Qualcomm Ventures', 'Series A', '-', 'Series D', '-'], ['ru-Net', 'Series B\xa0(Lead)', 'Maria KrayukhinaGalina Chifina', 'Series C', 'Galina Chifina', 'Series D', 'Galina ChifinaMaria Krayukhina'], ['Zodius Capital', 'Series C\xa0(Lead)', '-']]"
